ProbeSet,Gene Symbol,Chr,Mb
10343662,Affy_10343662,Un,1.0
10343663,Affy_10343663,Un,1.0
10343664,Affy_10343664,Un,1.0
10343665,Affy_10343665,Un,1.0
10343666,Affy_10343666,Un,1.0
10343667,Affy_10343667,Un,1.0
10343668,Affy_10343668,Un,1.0
10343669,Affy_10343669,Un,1.0
10343670,Abhd16a,17,35.227313
10343671,Affy_10343671,Un,1.0
10343672,Psmb5,14,55.236754
10343673,Affy_10343673,Un,1.0
10343674,Affy_10343674,Un,1.0
10343675,Affy_10343675,Un,1.0
10343676,Affy_10343676,Un,1.0
10343677,Affy_10343677,Un,1.0
10343678,Affy_10343678,Un,1.0
10343679,Affy_10343679,Un,1.0
10343680,Affy_10343680,Un,1.0
10343681,Affy_10343681,Un,1.0
10343682,Affy_10343682,Un,1.0
10343683,Affy_10343683,Un,1.0
10343684,Affy_10343684,Un,1.0
10343685,Affy_10343685,Un,1.0
10343686,Affy_10343686,Un,1.0
10343687,Affy_10343687,Un,1.0
10343688,Affy_10343688,Un,1.0
10343689,Affy_10343689,Un,1.0
10343690,Affy_10343690,Un,1.0
10343691,Affy_10343691,Un,1.0
10343692,Affy_10343692,Un,1.0
10343693,Affy_10343693,Un,1.0
10343694,Affy_10343694,Un,1.0
10343695,Affy_10343695,Un,1.0
10343696,Affy_10343696,Un,1.0
10343697,Affy_10343697,Un,1.0
10343698,Affy_10343698,Un,1.0
10343699,Affy_10343699,Un,1.0
10343700,Affy_10343700,Un,1.0
10343701,Affy_10343701,Un,1.0
10343702,Affy_10343702,Un,1.0
10343703,Affy_10343703,Un,1.0
10343704,Affy_10343704,Un,1.0
10343705,Affy_10343705,Un,1.0
10343706,Affy_10343706,Un,1.0
10343707,Affy_10343707,Un,1.0
10343708,Affy_10343708,Un,1.0
10343709,Affy_10343709,Un,1.0
10343710,Affy_10343710,Un,1.0
10343711,Affy_10343711,Un,1.0
10343712,Affy_10343712,Un,1.0
10343713,Affy_10343713,Un,1.0
10343714,Naa60,16,3.90194
10343715,Affy_10343715,Un,1.0
10343716,Affy_10343716,Un,1.0
10343717,Affy_10343717,Un,1.0
10343718,Affy_10343718,Un,1.0
10343719,Affy_10343719,Un,1.0
10343720,Affy_10343720,Un,1.0
10343721,Affy_10343721,Un,1.0
10343722,Affy_10343722,Un,1.0
10343723,Ube2g1,11,72.429929
10343724,Affy_10343724,Un,1.0
10343725,Affy_10343725,Un,1.0
10343726,Psap,10,59.763215
10343727,Affy_10343727,Un,1.0
10343728,Affy_10343728,Un,1.0
10343729,Affy_10343729,Un,1.0
10343730,Affy_10343730,Un,1.0
10343731,Affy_10343731,Un,1.0
10343732,Affy_10343732,Un,1.0
10343733,Affy_10343733,Un,1.0
10343734,Affy_10343734,Un,1.0
10343735,Affy_10343735,Un,1.0
10343736,Affy_10343736,Un,1.0
10343737,Affy_10343737,Un,1.0
10343738,Affy_10343738,Un,1.0
10343739,Affy_10343739,Un,1.0
10343740,Affy_10343740,Un,1.0
10343741,Affy_10343741,Un,1.0
10343742,Affy_10343742,Un,1.0
10343743,Affy_10343743,Un,1.0
10343744,Affy_10343744,Un,1.0
10343745,Affy_10343745,Un,1.0
10343746,Affy_10343746,Un,1.0
10343747,Affy_10343747,Un,1.0
10343748,Affy_10343748,Un,1.0
10343749,Affy_10343749,Un,1.0
10343750,Affy_10343750,Un,1.0
10343751,Affy_10343751,Un,1.0
10343752,Affy_10343752,Un,1.0
10343753,Affy_10343753,Un,1.0
10343754,Affy_10343754,Un,1.0
10343755,Hb1bp3,4,137.789005
10343756,Affy_10343756,Un,1.0
10343757,Affy_10343757,Un,1.0
10343758,Affy_10343758,Un,1.0
10343759,Affy_10343759,Un,1.0
10343760,Affy_10343760,Un,1.0
10343761,Affy_10343761,Un,1.0
10343762,Affy_10343762,Un,1.0
10343763,Affy_10343763,Un,1.0
10343764,Affy_10343764,Un,1.0
10343765,Affy_10343765,Un,1.0
10343766,Affy_10343766,Un,1.0
10343767,Affy_10343767,Un,1.0
10343768,Affy_10343768,Un,1.0
10343769,Affy_10343769,Un,1.0
10343770,Affy_10343770,Un,1.0
10343771,Affy_10343771,Un,1.0
10343772,Affy_10343772,Un,1.0
10343773,Affy_10343773,Un,1.0
10343774,Affy_10343774,Un,1.0
10343775,Affy_10343775,Un,1.0
10343776,Affy_10343776,Un,1.0
10343777,Affy_10343777,Un,1.0
10343778,Affy_10343778,Un,1.0
10343779,Affy_10343779,Un,1.0
10343780,Affy_10343780,Un,1.0
10343781,Affy_10343781,Un,1.0
10343782,Affy_10343782,Un,1.0
10343783,Affy_10343783,Un,1.0
10343784,Copa,1,174.049743
10343785,Ube2g1,11,72.424738
10343786,Affy_10343786,Un,1.0
10343787,Affy_10343787,Un,1.0
10343788,Affy_10343788,Un,1.0
10343789,Affy_10343789,Un,1.0
10343790,Affy_10343790,Un,1.0
10343791,Affy_10343791,Un,1.0
10343792,Affy_10343792,Un,1.0
10343793,Affy_10343793,Un,1.0
10343794,Affy_10343794,Un,1.0
10343795,Affy_10343795,Un,1.0
10343796,Affy_10343796,Un,1.0
10343797,Affy_10343797,Un,1.0
10343798,Affy_10343798,Un,1.0
10343799,Affy_10343799,Un,1.0
10343800,Affy_10343800,Un,1.0
10343801,Affy_10343801,Un,1.0
10343802,Affy_10343802,Un,1.0
10343803,Affy_10343803,Un,1.0
10343804,Affy_10343804,Un,1.0
10343805,Affy_10343805,Un,1.0
10343806,Affy_10343806,Un,1.0
10343807,Affy_10343807,Un,1.0
10343808,Affy_10343808,Un,1.0
10343809,Affy_10343809,Un,1.0
10343810,Affy_10343810,Un,1.0
10343811,Affy_10343811,Un,1.0
10343812,Affy_10343812,Un,1.0
10343813,Affy_10343813,Un,1.0
10343814,Affy_10343814,Un,1.0
10343815,Affy_10343815,Un,1.0
10343816,Affy_10343816,Un,1.0
10343817,Affy_10343817,Un,1.0
10343818,Affy_10343818,Un,1.0
10343819,Affy_10343819,Un,1.0
10343820,Affy_10343820,Un,1.0
10343821,Affy_10343821,Un,1.0
10343822,Affy_10343822,Un,1.0
10343823,Affy_10343823,Un,1.0
10343824,Affy_10343824,Un,1.0
10343825,Affy_10343825,Un,1.0
10343826,Affy_10343826,Un,1.0
10343827,Affy_10343827,Un,1.0
10343828,Affy_10343828,Un,1.0
10343829,Affy_10343829,Un,1.0
10343830,Affy_10343830,Un,1.0
10343831,Affy_10343831,Un,1.0
10343832,Affy_10343832,Un,1.0
10343833,Affy_10343833,Un,1.0
10343834,Affy_10343834,Un,1.0
10343835,Affy_10343835,Un,1.0
10343836,Txndc12,4,108.515416
10343837,Affy_10343837,Un,1.0
10343838,Affy_10343838,Un,1.0
10343839,Affy_10343839,Un,1.0
10343840,Affy_10343840,Un,1.0
10343841,Tbl3,17,24.842165
10343842,Affy_10343842,Un,1.0
10343843,Affy_10343843,Un,1.0
10343844,Affy_10343844,Un,1.0
10343845,Affy_10343845,Un,1.0
10343846,Affy_10343846,Un,1.0
10343847,Affy_10343847,Un,1.0
10343848,Affy_10343848,Un,1.0
10343849,Affy_10343849,Un,1.0
10343850,Affy_10343850,Un,1.0
10343851,Affy_10343851,Un,1.0
10343852,Affy_10343852,Un,1.0
10343853,Affy_10343853,Un,1.0
10343854,Affy_10343854,Un,1.0
10343855,Affy_10343855,Un,1.0
10343856,Affy_10343856,Un,1.0
10343857,Smim7,8,75.093868
10343858,Affy_10343858,Un,1.0
10343859,Affy_10343859,Un,1.0
10343860,Affy_10343860,Un,1.0
10343861,Affy_10343861,Un,1.0
10343862,Affy_10343862,Un,1.0
10343863,Affy_10343863,Un,1.0
10343864,Affy_10343864,Un,1.0
10343865,Affy_10343865,Un,1.0
10343866,Psap,10,59.755288
10343867,Affy_10343867,Un,1.0
10343868,Affy_10343868,Un,1.0
10343869,Affy_10343869,Un,1.0
10343870,Affy_10343870,Un,1.0
10343871,Affy_10343871,Un,1.0
10343872,Affy_10343872,Un,1.0
10343873,Affy_10343873,Un,1.0
10343874,Affy_10343874,Un,1.0
10343875,Affy_10343875,Un,1.0
10343876,Affy_10343876,Un,1.0
10343877,Affy_10343877,Un,1.0
10343878,Affy_10343878,Un,1.0
10343879,Affy_10343879,Un,1.0
10343880,Affy_10343880,Un,1.0
10343881,Affy_10343881,Un,1.0
10343882,Affy_10343882,Un,1.0
10343883,Affy_10343883,Un,1.0
10343884,Vta1,10,14.385317
10343885,Affy_10343885,Un,1.0
10343886,Affy_10343886,Un,1.0
10343887,Affy_10343887,Un,1.0
10343888,Affy_10343888,Un,1.0
10343889,Affy_10343889,Un,1.0
10343890,Affy_10343890,Un,1.0
10343891,Affy_10343891,Un,1.0
10343892,Affy_10343892,Un,1.0
10343893,Affy_10343893,Un,1.0
10343894,Affy_10343894,Un,1.0
10343895,Affy_10343895,Un,1.0
10343896,Affy_10343896,Un,1.0
10343897,Affy_10343897,Un,1.0
10343898,Affy_10343898,Un,1.0
10343899,Affy_10343899,Un,1.0
10343900,Affy_10343900,Un,1.0
10343901,Affy_10343901,Un,1.0
10343902,Affy_10343902,Un,1.0
10343903,Affy_10343903,Un,1.0
10343904,Affy_10343904,Un,1.0
10343905,Affy_10343905,Un,1.0
10343906,Affy_10343906,Un,1.0
10343907,Affy_10343907,Un,1.0
10343908,Affy_10343908,Un,1.0
10343909,AK141160,11,72.457368
10343910,Affy_10343910,Un,1.0
10343911,Affy_10343911,Un,1.0
10343912,Affy_10343912,Un,1.0
10343913,Affy_10343913,Un,1.0
10343914,Affy_10343914,Un,1.0
10343915,Affy_10343915,Un,1.0
10343916,Affy_10343916,Un,1.0
10343917,Affy_10343917,Un,1.0
10343918,Affy_10343918,Un,1.0
10343919,Affy_10343919,Un,1.0
10343920,Affy_10343920,Un,1.0
10343921,Tmem234,4,129.279955
10343922,Affy_10343922,Un,1.0
10343923,Affy_10343923,Un,1.0
10343924,Affy_10343924,Un,1.0
10343925,Affy_10343925,Un,1.0
10343926,Affy_10343926,Un,1.0
10343927,Affy_10343927,Un,1.0
10343928,Affy_10343928,Un,1.0
10343929,Affy_10343929,Un,1.0
10343930,Affy_10343930,Un,1.0
10343931,Affy_10343931,Un,1.0
10343932,Affy_10343932,Un,1.0
10343933,Anapc1,2,128.478951
10343934,Affy_10343934,Un,1.0
10343935,Affy_10343935,Un,1.0
10343936,Affy_10343936,Un,1.0
10343937,Affy_10343937,Un,1.0
10343938,Affy_10343938,Un,1.0
10343939,Affy_10343939,Un,1.0
10343940,Affy_10343940,Un,1.0
10343941,Affy_10343941,Un,1.0
10343942,Affy_10343942,Un,1.0
10343943,Affy_10343943,Un,1.0
10343944,Affy_10343944,Un,1.0
10343945,Affy_10343945,Un,1.0
10343946,Affy_10343946,Un,1.0
10343947,Affy_10343947,Un,1.0
10343948,Affy_10343948,Un,1.0
10343949,Affy_10343949,Un,1.0
10343950,Affy_10343950,Un,1.0
10343951,Affy_10343951,Un,1.0
10343952,Affy_10343952,Un,1.0
10343953,Affy_10343953,Un,1.0
10343954,Affy_10343954,Un,1.0
10343955,Affy_10343955,Un,1.0
10343956,Affy_10343956,Un,1.0
10343957,Affy_10343957,Un,1.0
10343958,Affy_10343958,Un,1.0
10343959,Affy_10343959,Un,1.0
10343960,Affy_10343960,Un,1.0
10343961,Affy_10343961,Un,1.0
10343962,Affy_10343962,Un,1.0
10343963,Affy_10343963,Un,1.0
10343964,Affy_10343964,Un,1.0
10343965,Affy_10343965,Un,1.0
10343966,Affy_10343966,Un,1.0
10343967,Affy_10343967,Un,1.0
10343968,Psma1,7,121.419529
10343969,Affy_10343969,Un,1.0
10343970,Affy_10343970,Un,1.0
10343971,Affy_10343971,Un,1.0
10343972,Affy_10343972,Un,1.0
10343973,Copa,1,174.01923
10343974,Affy_10343974,Un,1.0
10343975,Affy_10343975,Un,1.0
10343976,Affy_10343976,Un,1.0
10343977,Affy_10343977,Un,1.0
10343978,Affy_10343978,Un,1.0
10343979,Affy_10343979,Un,1.0
10343980,Affy_10343980,Un,1.0
10343981,Affy_10343981,Un,1.0
10343982,Affy_10343982,Un,1.0
10343983,Affy_10343983,Un,1.0
10343984,Affy_10343984,Un,1.0
10343985,Affy_10343985,Un,1.0
10343986,Affy_10343986,Un,1.0
10343987,Affy_10343987,Un,1.0
10343988,Affy_10343988,Un,1.0
10343989,Affy_10343989,Un,1.0
10343990,Affy_10343990,Un,1.0
10343991,Affy_10343991,Un,1.0
10343992,Affy_10343992,Un,1.0
10343993,Affy_10343993,Un,1.0
10343994,Affy_10343994,Un,1.0
10343995,Affy_10343995,Un,1.0
10343996,Affy_10343996,Un,1.0
10343997,Affy_10343997,Un,1.0
10343998,Affy_10343998,Un,1.0
10343999,Affy_10343999,Un,1.0
10344000,Affy_10344000,Un,1.0
10344001,Affy_10344001,Un,1.0
10344002,Affy_10344002,Un,1.0
10344003,Affy_10344003,Un,1.0
10344004,Affy_10344004,Un,1.0
10344005,Affy_10344005,Un,1.0
10344006,Affy_10344006,Un,1.0
10344007,Affy_10344007,Un,1.0
10344008,Affy_10344008,Un,1.0
10344009,Affy_10344009,Un,1.0
10344010,Affy_10344010,Un,1.0
10344011,Affy_10344011,Un,1.0
10344012,Affy_10344012,Un,1.0
10344013,Affy_10344013,Un,1.0
10344014,Affy_10344014,Un,1.0
10344015,Affy_10344015,Un,1.0
10344016,Affy_10344016,Un,1.0
10344017,Affy_10344017,Un,1.0
10344018,Affy_10344018,Un,1.0
10344019,Affy_10344019,Un,1.0
10344020,Dlg1,16,31.66651
10344021,Affy_10344021,Un,1.0
10344022,Affy_10344022,Un,1.0
10344023,Ppm1a,12,73.862292
10344024,Affy_10344024,Un,1.0
10344025,Affy_10344025,Un,1.0
10344026,Affy_10344026,Un,1.0
10344027,Affy_10344027,Un,1.0
10344028,Affy_10344028,Un,1.0
10344029,Affy_10344029,Un,1.0
10344030,Affy_10344030,Un,1.0
10344031,Affy_10344031,Un,1.0
10344032,Affy_10344032,Un,1.0
10344033,Affy_10344033,Un,1.0
10344034,Affy_10344034,Un,1.0
10344035,Affy_10344035,Un,1.0
10344036,Affy_10344036,Un,1.0
10344037,Affy_10344037,Un,1.0
10344038,Affy_10344038,Un,1.0
10344039,Affy_10344039,Un,1.0
10344040,Affy_10344040,Un,1.0
10344041,Affy_10344041,Un,1.0
10344042,Affy_10344042,Un,1.0
10344043,Affy_10344043,Un,1.0
10344044,Affy_10344044,Un,1.0
10344045,Affy_10344045,Un,1.0
10344046,Affy_10344046,Un,1.0
10344047,Affy_10344047,Un,1.0
10344048,Affy_10344048,Un,1.0
10344049,Affy_10344049,Un,1.0
10344050,Affy_10344050,Un,1.0
10344051,Affy_10344051,Un,1.0
10344052,Affy_10344052,Un,1.0
10344053,Rbm42,7,31.434666
10344054,Affy_10344054,Un,1.0
10344055,Affy_10344055,Un,1.0
10344056,Affy_10344056,Un,1.0
10344057,Affy_10344057,Un,1.0
10344058,Affy_10344058,Un,1.0
10344059,Affy_10344059,Un,1.0
10344060,Affy_10344060,Un,1.0
10344061,Affy_10344061,Un,1.0
10344062,Affy_10344062,Un,1.0
10344063,Affy_10344063,Un,1.0
10344064,Affy_10344064,Un,1.0
10344065,Affy_10344065,Un,1.0
10344066,Affy_10344066,Un,1.0
10344067,Affy_10344067,Un,1.0
10344068,Affy_10344068,Un,1.0
10344069,Affy_10344069,Un,1.0
10344070,Affy_10344070,Un,1.0
10344071,Affy_10344071,Un,1.0
10344072,Affy_10344072,Un,1.0
10344073,Affy_10344073,Un,1.0
10344074,Affy_10344074,Un,1.0
10344075,Affy_10344075,Un,1.0
10344076,Affy_10344076,Un,1.0
10344077,Affy_10344077,Un,1.0
10344078,Affy_10344078,Un,1.0
10344079,Affy_10344079,Un,1.0
10344080,Affy_10344080,Un,1.0
10344081,Affy_10344081,Un,1.0
10344082,Affy_10344082,Un,1.0
10344083,Rfk,19,17.468846
10344084,Affy_10344084,Un,1.0
10344085,Affy_10344085,Un,1.0
10344086,Affy_10344086,Un,1.0
10344087,Affy_10344087,Un,1.0
10344088,Affy_10344088,Un,1.0
10344089,Affy_10344089,Un,1.0
10344090,Affy_10344090,Un,1.0
10344091,Affy_10344091,Un,1.0
10344092,Affy_10344092,Un,1.0
10344093,Affy_10344093,Un,1.0
10344094,Affy_10344094,Un,1.0
10344095,Affy_10344095,Un,1.0
10344096,Affy_10344096,Un,1.0
10344097,Affy_10344097,Un,1.0
10344098,Affy_10344098,Un,1.0
10344099,Affy_10344099,Un,1.0
10344100,Affy_10344100,Un,1.0
10344101,Affy_10344101,Un,1.0
10344102,Affy_10344102,Un,1.0
10344103,Affy_10344103,Un,1.0
10344104,Affy_10344104,Un,1.0
10344105,Affy_10344105,Un,1.0
10344106,Affy_10344106,Un,1.0
10344107,Affy_10344107,Un,1.0
10344108,Affy_10344108,Un,1.0
10344109,Affy_10344109,Un,1.0
10344110,Affy_10344110,Un,1.0
10344111,Affy_10344111,Un,1.0
10344112,Affy_10344112,Un,1.0
10344113,Affy_10344113,Un,1.0
10344114,Affy_10344114,Un,1.0
10344115,Affy_10344115,Un,1.0
10344116,Affy_10344116,Un,1.0
10344117,Affy_10344117,Un,1.0
10344118,Affy_10344118,Un,1.0
10344119,Affy_10344119,Un,1.0
10344120,Affy_10344120,Un,1.0
10344121,Affy_10344121,Un,1.0
10344122,Affy_10344122,Un,1.0
10344123,Affy_10344123,Un,1.0
10344124,Affy_10344124,Un,1.0
10344125,Affy_10344125,Un,1.0
10344126,Anapc1,2,116.827292
10344127,Affy_10344127,Un,1.0
10344128,Affy_10344128,Un,1.0
10344129,Affy_10344129,Un,1.0
10344130,Affy_10344130,Un,1.0
10344131,Affy_10344131,Un,1.0
10344132,Affy_10344132,Un,1.0
10344133,Affy_10344133,Un,1.0
10344134,Affy_10344134,Un,1.0
10344135,Affy_10344135,Un,1.0
10344136,Affy_10344136,Un,1.0
10344137,Affy_10344137,Un,1.0
10344138,Affy_10344138,Un,1.0
10344139,Affy_10344139,Un,1.0
10344140,Affy_10344140,Un,1.0
10344141,Psap,10,59.754396
10344142,Affy_10344142,Un,1.0
10344143,Affy_10344143,Un,1.0
10344144,Affy_10344144,Un,1.0
10344145,Affy_10344145,Un,1.0
10344146,Affy_10344146,Un,1.0
10344147,Affy_10344147,Un,1.0
10344148,Affy_10344148,Un,1.0
10344149,Affy_10344149,Un,1.0
10344150,Affy_10344150,Un,1.0
10344151,Affy_10344151,Un,1.0
10344152,Affy_10344152,Un,1.0
10344153,Affy_10344153,Un,1.0
10344154,Affy_10344154,Un,1.0
10344155,Affy_10344155,Un,1.0
10344156,Affy_10344156,Un,1.0
10344157,Affy_10344157,Un,1.0
10344158,Affy_10344158,Un,1.0
10344159,Affy_10344159,Un,1.0
10344160,Cox18,5,90.646542
10344161,Affy_10344161,Un,1.0
10344162,Affy_10344162,Un,1.0
10344163,Affy_10344163,Un,1.0
10344164,Affy_10344164,Un,1.0
10344165,Affy_10344165,Un,1.0
10344166,Affy_10344166,Un,1.0
10344167,Affy_10344167,Un,1.0
10344168,Affy_10344168,Un,1.0
10344169,Affy_10344169,Un,1.0
10344170,Affy_10344170,Un,1.0
10344171,Affy_10344171,Un,1.0
10344172,Affy_10344172,Un,1.0
10344173,Affy_10344173,Un,1.0
10344174,Affy_10344174,Un,1.0
10344175,Affy_10344175,Un,1.0
10344176,Affy_10344176,Un,1.0
10344177,Affy_10344177,Un,1.0
10344178,Affy_10344178,Un,1.0
10344179,Affy_10344179,Un,1.0
10344180,Affy_10344180,Un,1.0
10344181,Affy_10344181,Un,1.0
10344182,Affy_10344182,Un,1.0
10344183,Affy_10344183,Un,1.0
10344184,Affy_10344184,Un,1.0
10344185,Affy_10344185,Un,1.0
10344186,Affy_10344186,Un,1.0
10344187,Affy_10344187,Un,1.0
10344188,Affy_10344188,Un,1.0
10344189,Affy_10344189,Un,1.0
10344190,Affy_10344190,Un,1.0
10344191,Affy_10344191,Un,1.0
10344192,Affy_10344192,Un,1.0
10344193,Affy_10344193,Un,1.0
10344194,Affy_10344194,Un,1.0
10344195,Affy_10344195,Un,1.0
10344196,Affy_10344196,Un,1.0
10344197,Affy_10344197,Un,1.0
10344198,Affy_10344198,Un,1.0
10344199,Affy_10344199,Un,1.0
10344200,Affy_10344200,Un,1.0
10344201,LINE_Affy_10344201,Un,1.0
10344202,Affy_10344202,Un,1.0
10344203,Affy_10344203,Un,1.0
10344204,Affy_10344204,Un,1.0
10344205,Affy_10344205,Un,1.0
10344206,Affy_10344206,Un,1.0
10344207,Affy_10344207,Un,1.0
10344208,Affy_10344208,Un,1.0
10344209,Affy_10344209,Un,1.0
10344210,Affy_10344210,Un,1.0
10344211,Affy_10344211,Un,1.0
10344212,Affy_10344212,Un,1.0
10344213,Affy_10344213,Un,1.0
10344214,Affy_10344214,Un,1.0
10344215,Affy_10344215,Un,1.0
10344216,Rfk,19,17.475104
10344217,Affy_10344217,Un,1.0
10344218,Affy_10344218,Un,1.0
10344219,Affy_10344219,Un,1.0
10344220,Affy_10344220,Un,1.0
10344221,Affy_10344221,Un,1.0
10344222,Affy_10344222,Un,1.0
10344223,Affy_10344223,Un,1.0
10344224,Affy_10344224,Un,1.0
10344225,Affy_10344225,Un,1.0
10344226,Affy_10344226,Un,1.0
10344227,Affy_10344227,Un,1.0
10344228,Affy_10344228,Un,1.0
10344229,Affy_10344229,Un,1.0
10344230,Affy_10344230,Un,1.0
10344231,Affy_10344231,Un,1.0
10344232,Affy_10344232,Un,1.0
10344233,Affy_10344233,Un,1.0
10344234,Affy_10344234,Un,1.0
10344235,Affy_10344235,Un,1.0
10344236,Affy_10344236,Un,1.0
10344237,Affy_10344237,Un,1.0
10344238,Affy_10344238,Un,1.0
10344239,Affy_10344239,Un,1.0
10344240,Affy_10344240,Un,1.0
10344241,Affy_10344241,Un,1.0
10344242,Affy_10344242,Un,1.0
10344243,Affy_10344243,Un,1.0
10344244,Affy_10344244,Un,1.0
10344245,Affy_10344245,Un,1.0
10344246,Affy_10344246,Un,1.0
10344247,Affy_10344247,Un,1.0
10344248,Affy_10344248,Un,1.0
10344249,Affy_10344249,Un,1.0
10344250,Affy_10344250,Un,1.0
10344251,Affy_10344251,Un,1.0
10344252,Affy_10344252,Un,1.0
10344253,Affy_10344253,Un,1.0
10344254,Affy_10344254,Un,1.0
10344255,Affy_10344255,Un,1.0
10344256,Affy_10344256,Un,1.0
10344257,Affy_10344257,Un,1.0
10344258,Affy_10344258,Un,1.0
10344259,Affy_10344259,Un,1.0
10344260,Affy_10344260,Un,1.0
10344261,Affy_10344261,Un,1.0
10344262,Affy_10344262,Un,1.0
10344263,Affy_10344263,Un,1.0
10344264,Affy_10344264,Un,1.0
10344265,Affy_10344265,Un,1.0
10344266,Affy_10344266,Un,1.0
10344267,Affy_10344267,Un,1.0
10344268,Affy_10344268,Un,1.0
10344269,Affy_10344269,Un,1.0
10344270,Affy_10344270,Un,1.0
10344271,Affy_10344271,Un,1.0
10344272,Affy_10344272,Un,1.0
10344273,Affy_10344273,Un,1.0
10344274,Affy_10344274,Un,1.0
10344275,Affy_10344275,Un,1.0
10344276,Affy_10344276,Un,1.0
10344277,Affy_10344277,Un,1.0
10344278,Affy_10344278,Un,1.0
10344279,Affy_10344279,Un,1.0
10344280,Affy_10344280,Un,1.0
10344281,Affy_10344281,Un,1.0
10344282,Affy_10344282,Un,1.0
10344283,Affy_10344283,Un,1.0
10344284,Affy_10344284,Un,1.0
10344285,Affy_10344285,Un,1.0
10344286,Affy_10344286,Un,1.0
10344287,Affy_10344287,Un,1.0
10344288,Affy_10344288,Un,1.0
10344289,Affy_10344289,Un,1.0
10344290,Affy_10344290,Un,1.0
10344291,Affy_10344291,Un,1.0
10344292,Affy_10344292,Un,1.0
10344293,Affy_10344293,Un,1.0
10344294,Affy_10344294,Un,1.0
10344295,Affy_10344295,Un,1.0
10344296,Affy_10344296,Un,1.0
10344297,Affy_10344297,Un,1.0
10344298,Affy_10344298,Un,1.0
10344299,Affy_10344299,Un,1.0
10344300,Affy_10344300,Un,1.0
10344301,Affy_10344301,Un,1.0
10344302,Affy_10344302,Un,1.0
10344303,Affy_10344303,Un,1.0
10344304,Affy_10344304,Un,1.0
10344305,Affy_10344305,Un,1.0
10344306,Affy_10344306,Un,1.0
10344307,Affy_10344307,Un,1.0
10344308,Affy_10344308,Un,1.0
10344309,Copg,6,87.842628
10344310,Affy_10344310,Un,1.0
10344311,Affy_10344311,Un,1.0
10344312,Affy_10344312,Un,1.0
10344313,Affy_10344313,Un,1.0
10344314,Affy_10344314,Un,1.0
10344315,Affy_10344315,Un,1.0
10344316,Affy_10344316,Un,1.0
10344317,Affy_10344317,Un,1.0
10344318,Affy_10344318,Un,1.0
10344319,Affy_10344319,Un,1.0
10344320,Affy_10344320,Un,1.0
10344321,Affy_10344321,Un,1.0
10344322,Affy_10344322,Un,1.0
10344323,Affy_10344323,Un,1.0
10344324,Affy_10344324,Un,1.0
10344325,Affy_10344325,Un,1.0
10344326,Affy_10344326,Un,1.0
10344327,Affy_10344327,Un,1.0
10344328,Affy_10344328,Un,1.0
10344329,SINE_Affy_10344329,5,138.0
10344330,Affy_10344330,Un,1.0
10344331,Affy_10344331,Un,1.0
10344332,Affy_10344332,Un,1.0
10344333,Affy_10344333,Un,1.0
10344334,Affy_10344334,Un,1.0
10344335,Affy_10344335,Un,1.0
10344336,Affy_10344336,Un,1.0
10344337,Affy_10344337,Un,1.0
10344338,Affy_10344338,Un,1.0
10344339,Affy_10344339,Un,1.0
10344340,Affy_10344340,Un,1.0
10344341,Affy_10344341,Un,1.0
10344342,Affy_10344342,Un,1.0
10344343,Affy_10344343,Un,1.0
10344344,Affy_10344344,Un,1.0
10344345,Affy_10344345,Un,1.0
10344346,Affy_10344346,Un,1.0
10344347,Affy_10344347,Un,1.0
10344348,Affy_10344348,Un,1.0
10344349,Affy_10344349,Un,1.0
10344350,Affy_10344350,Un,1.0
10344351,Affy_10344351,Un,1.0
10344352,Affy_10344352,Un,1.0
10344353,Affy_10344353,Un,1.0
10344354,Affy_10344354,Un,1.0
10344355,Affy_10344355,Un,1.0
10344356,SINE_Affy_10344356,Un,1.0
10344357,Affy_10344357,Un,1.0
10344358,Affy_10344358,Un,1.0
10344359,Affy_10344359,Un,1.0
10344360,Affy_10344360,Un,1.0
10344361,Affy_10344361,Un,1.0
10344362,Affy_10344362,Un,1.0
10344363,Affy_10344363,Un,1.0
10344364,Affy_10344364,Un,1.0
10344365,Affy_10344365,Un,1.0
10344366,Affy_10344366,Un,1.0
10344367,Affy_10344367,Un,1.0
10344368,Affy_10344368,Un,1.0
10344369,Affy_10344369,Un,1.0
10344370,Affy_10344370,Un,1.0
10344371,Affy_10344371,Un,1.0
10344372,Affy_10344372,Un,1.0
10344373,Affy_10344373,Un,1.0
10344374,Affy_10344374,Un,1.0
10344375,Affy_10344375,Un,1.0
10344376,Dlg1,16,31.738426
10344377,Affy_10344377,Un,1.0
10344378,Affy_10344378,Un,1.0
10344379,Affy_10344379,Un,1.0
10344380,Affy_10344380,Un,1.0
10344381,Affy_10344381,Un,1.0
10344382,Affy_10344382,Un,1.0
10344383,Affy_10344383,Un,1.0
10344384,Affy_10344384,Un,1.0
10344385,Affy_10344385,Un,1.0
10344386,Affy_10344386,Un,1.0
10344387,Affy_10344387,Un,1.0
10344388,Affy_10344388,Un,1.0
10344389,Affy_10344389,Un,1.0
10344390,Affy_10344390,Un,1.0
10344391,Affy_10344391,Un,1.0
10344392,Affy_10344392,Un,1.0
10344393,Affy_10344393,Un,1.0
10344394,Affy_10344394,Un,1.0
10344395,Affy_10344395,Un,1.0
10344396,Affy_10344396,Un,1.0
10344397,Affy_10344397,Un,1.0
10344398,Affy_10344398,Un,1.0
10344399,Affy_10344399,Un,1.0
